Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.austinjuniorforum.org/?nd=about_the_bears,23-7352288,https://www.facebook.com/TeddyBearProgram,Austin Junior Forum's Teddy Bear Program,"1404 West Avenue,Austin, Texas 78701",https://twitter.com/AustinJrForum,914-523-4624,ajfteddybears@gmail.com,
www.bookspring.org,74-2542664,https://www.facebook.com/pages/BookSpring/256914906383,BookSpring,"2006 Greenbrook Parkway,Austin, Texas 78723",https://twitter.com/BookSpring_TX,512-472-1791,give@bookspring.org,
www.uumc.org/open-door-ministry/,74-1143061,,Austin Open Door Outreach,"2409 Guadalupe,Austin, Texas 78705",,512-583-5909,gkay@fkhpartners.com,
www.camp-fire.org,74-1552713,https://www.facebook.com/CampFireCentralTexas,Camp Fire,"PO Box 303040,Austin,  78703",https://twitter.com/Camp_Fire_Kids,512-349-2111,gsewing@camp-fire.org,https://www.instagram.com/campfirecentraltx/
https://texastortoiserescue.com/,47-3601518,https://www.facebook.com/tortoiserescue/,Central Texas Tortoise Rescue,"P.O. Box 1433,Wimberley,  78676",,512-757-7676,krista@texastortoiserescue.com,https://www.instagram.com/central_texas_tortoise_rescue/
www.cppp.org,74-2898197,https://www.facebook.com/BetterTexas,Center for Public Policy Priorities,"7020 Easy Wind Drive,Austin, Texas 78752",https://twitter.com/CPPP_TX,512-823-2865,canedo@cppp.org,
www.bastropfoodpantry.org,74-2485884,,"Bastrop County Emergency Food Pantry & Support Center, Inc.","PO Box 953 ,Bastrop ,  78602",,512-303-0033,director@bastropfoodpantry.org,
www.bastropanimalrescue.org,45-5623789,https://www.facebook.com/bastroprescue,Bastrop Animal Rescue,"P.O. Box 137,Bastrop,  78602",https://www.twitter.com/bastroprescue,512-772-1080,info@bastropanimalrescue.org,https://www.instagram.com/bastropanimalrescue
www.bastropcats.org  www.bastropcats.petfinder.com,47-1461221,https://www.facebook.com/bastropcats/,Bastrop Cats Anonymous TNR Society-Bastrop C.A.T.S. Inc.,"P.O. Box 561,Cedar Creek,  78612",https://www.twitter.com/BastropCatsTNR,512-629-5739,bastropcats@gmail.com,
www.austin.backonmyfeet.org,26-2109809,https://www.facebook.com/BackonMyFeetAustin,Back on My Feet,"PO Box 42439,Austin,  78704",https://twitter.com/BoMFAustin,512-731-4348,lindsey.rose@backonmyfeet.org,https://www.instagram.com/bomfaustin/
www.balletaustin.org,74-6060386,https://www.facebook.com/balletaustin/?fref=ts,Ballet Austin,"501 W. 3rd St.,Austin, Texas 78701",,512-476-9151,brooke.holmes@balletaustin.org,
www.btruarts.org/,46-2850905,https://www.facebook.com/BTRUARTS/,B*Tru Arts,"PO Box 49915,Austin, Texas 78765",https://twitter.com/B_TRU_ARTS,512-553-1878,aisha@btruarts.org,
www.ayla.org,74-2583979,https://www.facebook.com/austin.young.lawyers,AYLA Foundation,"816 Congress Ave. Ste. 700,Austin,  78701",https://twitter.com/AustinYLA,512-472-0279,debbie@austinbar.org,
www.capitalidea.org,74-2893041,https://www.facebook.com/capitalidea.austin,Capital IDEA,"835 N. Pleasant Valley Rd, Third Floor,Austin, Texas 78702",https://twitter.com/Capital_IDEA,512-485-9335,donations@capitalidea.org,
austin.avance.org/,74-1769114,https://www.facebook.com/AvanceAustin,AVANCE-Austin,"4900 Gonzales St,Austin, Texas 78702",https://www.twitter.com/avanceaustin,512-414-6126,avance-austin@avance.org,
www.bartonspringsconservancy.org,74-2648803,https://www.facebook.com/Barton-Springs-Conservancy-1564046110493066/,Barton Springs Conservancy,"2100 Stamford Lane,Austin,  78703",https://twitter.com/bartonsprngs,281-782-0282,emma@bartonspringsconservancy.org,https://www.instagram.com/bartonspringsconservancy/
www.bocalantexas.org,46-5143257,https://www.facebook.com/bocalantexas/,Autism Service Dogs of Texas,"1102 Winkler Ave,Killeen,  76542",,409-939-4595,tammyrenaud@sbcglobal.net,
www.sunshinecamps.org,74-6023176,https://www.facebook.com/pages/Austin-Sunshine-Camps/82718858657?ref=hl,Austin YMBL Sunshine Camps,"P.O. Box 161270,Austin,  78716",,512-472-8107,jenny@sunshinecamps.org,
austinyc.org,47-1731020,https://www.facebook.com/austinyoungchamber/,Austin Young Chamber of Commerce Foundation,"3300 N. I-35,Austin,  78705",https://twitter.com/austinyc,281-687-2441,Matt@AustinYoungChamber.org,
www.capcitykids.org,20-5188778,https://www.facebook.com/capcitykids,CapCityKids,"PO Box 6158,Austin,  78762",https://www.twitter.com/cckaustin,512-348-7275,info@capcitykids.org,https://www.instagram.com/cckaustin
www.austinzoo.org,74-2927016,https://www.facebook.com/austinzooandanimalsanctuary,Austin Zoo & Animal Sanctuary,"10808 Rawhide Trail,Austin, Texas 78736",https://twitter.com/TheAustinZoo,512-288-1490,info@austinzoo.org,
www.candlelightranch.org,74-2939045,https://www.Facebook.com/candlelightranch,Candlelight Ranch Foundation,"P.O. Box 26367,Austin,  78755",https://twitter.com/CndlelightRanch,512-323-5300,info@candlelightranch.org,
www.austincrimestoppers.org,74-2140353,,Capital Area Crime Stoppers,"P.O. Box 5841,Austin,  78763",,512-461-8477,diana@austincrimestoppers.org,
campkesem.org/utaustin,51-0454157,https://www.facebook.com/CampKesemUTAustin,Camp Kesem,"PO Box 8538,Austin, Texas 78713",https://twitter.com/ckutaustin,832-525-6552,atx.development@campkesem.org,https://www.instagram.com/campkesemUTaustin/
www.atcf.org/,27-2849415,https://www.facebook.com/austintancerca/,Austin Tan Cerca de la Frontera ,"3707 East MLK Jr. Blvd,Austin, Texas 512-474-2399",,512-474-2399,priscilla@atcf.org,https://www.instagram.com/austintancerca/
www.austinvoices.org,74-3017284,https://www.facebook.com/pages/Austin-Voices-for-Education-and-Youth/351886443974,Austin Voices for Education and Youth,"6633 Highway 290 East Suite 307,Austin,  78723",,512-450-1880,jbanks@austinvoices.org,
cactuscafe.org,74-6000203,https://www.facebook.com/cactuscafeaustin,Cactus Cafe,"2247 Guadalupe Street,Austin, Texas 78712",https://twitter.com/cactuscafeatx,512-475-6515,cactuscafe@kut.org,https://www.instagram.com/cactuscafeatx
www.c5texas.org,26-2495318,https://www.facebook.com/C5Texas,C5 Texas,"3012 Industrial Terrace,Austin,  78758",https://twitter.com/C5Texas,817-919-3258,rachelj@c5yf.org,https://www.instagram.com/c5texas/
brookwoodingeorgetown.org,47-2152393,https://www.facebook.com/pages/Brookwood-In-Georgetown-BIG/146955428732478,Brookwood in Georgetown,"905 N Church Street,Georgetown,  78626",,512-818-4147,anne@bigtx.org,
www.brainpower5k.com/,45-2774942,https://www.facebook.com/BrainPower5K,Brain Power 5K,"Brain Power 5K, Attn. Mercedes Orten,Austin,  78741",https://twitter.com/BrainPower5K,512-540-5433,mercedes@drmarnierose.org,https://instagram.com/brainpower5k
www.c2change.org,27-3823426,https://www.facebook.com/C2Change,C2 Change,"1000 Westbank Dr. ,Austin, Texas 78746",https://twitter.com/C2Change,512-981-8787,info@c2change.org,
www.bgcaustin.org,74-6087356,https://www.facebook.com/bgcaustin,Boys & Girls Clubs of the Austin Area,"5407 N. IH 35, Suite 400,Austin, Texas 78723",https://www.twitter.com/bgcaustin,512-444-7199,paige.kriegel@bgcaustin.org,https://www.instagram.com/bgcaustin/
www.breathoflifesite.org,74-2956772,https://www.facebook.com/Breath-of-Life-Maternity-Ministries-10202879947/,Breath of Life Maternity Ministries,"P.O. Box 202995,Austin,  78720",https://twitter.com/BreathOfLifeATX,512-219-8322,DirectorOfBOL@yahoo.com,https://www.instagram.com/breathoflifematernitymin/
www.ccctx.org,74-2928450,https://www.facebook.com/ccctx,Catholic Charities of Central Texas,"1625 Rutherford Lane,Austin, Texas 78754",https://twitter.com/CCcentraltexas,512-651-6100,info@ccctx.org,
www.bcrc.org,74-2743333,https://www.facebook.com/BCRCofTexas,Breast Cancer Resource Center,"PO Box 300040,Austin,  78703",https://twitter.com/BCRCofTexas,512-524-2470,rleonard@bcrc.org,
www.breakthroughaustin.org,74-2991346,https://www.facebook.com/breakthrough.austin,Breakthrough Austin,"1050 East 11th Street,Austin, Texas 78702",https://twitter.com/BreakthroughATX,512-692-9444,info@breakthroughaustin.org,
www.casatravis.org,74-2369123,https://www.facebook.com/casatravis,CASA of Travis County,"7701 N Lamar Blvd,Austin, Texas 78752",https://twitter.com/CASATravis,512-539-2644,callie.langford@casatravis.org,
www.casacentex.org,74-2403373,https://www.facebook.com/CASAofCentralTexas,CASA of Central Texas,"111 E. San Antonio,San Marcos, Texas 78666",https://www.twitter.com/CASACentex,830-626-2272,jswierc@casacentex.org,
www.casamarianella.org,74-2377341,https://www.facebook.com/Casa-Marianella-254892594581718/,Casa Marianella,"821 Gunter St,Austin, Texas 78702",https://twitter.com/CasaMarianella1,512-385-5571,info@casamarianella.org,https://www.instagram.com/casamarianella/
www.bgcgeorgetown.org,26-2916822,https://www.facebook.com/georgetownbgctx/,Boys & Girls Club of Georgetown,"1200 West 17th Street,Georgetown, Texas 78626",,512-868-3700,danstee@bgctx.org,
www.centerforchildprotection.org,74-2562585,https://www.facebook.com/center4childprotection,Center for Child Protection,"8509 FM 969, Bldg. 2,Austin,  78724",https://www.twitter.com/traviscoccp,512-472-1164,kmorris@centerforchildprotection.org,https://www.instagram.com/traviscoccp/
www.carryinghope.com,81-2799960,https://www.facebook.com/carryinghopeaustin,Carrying Hope,"9600 Escarpment Blvd.,Austin,  78749",,713-293-2599,info@carryinghope.com,https://www.instagram.com/carryinghope
www.caritasofaustin.org,74-1909670,https://www.facebook.com/caritasofaustin,Caritas of Austin,"611 Neches Street,Austin, Texas 78701",https://www.twitter.com/caritasofaustin,512-646-1265,ldickson@caritasofaustin.org,
www.careboxprogram.org,45-2670870,https://www.facebook.com/careboxprogram,CareBOX Program,"5555 N. Lamar Blvd. L-123,Austin,  78751",https://www.twitter.com/careboxprogram,512-296-2180,Lisa@careboxprogram.org,https://www.instagram.com/careboxprogram/
www.carecommunities.org,74-2845698,https://www.facebook.com/thecarecommunities?ref=hl,Care Communities ,"314 E. Highland Mall Blvd.,Austin, Texas 78752",https://twitter.com/carecommunitytx,512-459-5883,mary@carecommunities.org,
www.casawilco.org,26-4371605,https://www.facebook.com/casawctx,CASA of Williamson County,"P.O. Box 1904,Georgetown,  78627",https://www.twitter.com/casawilco,512-868-2822,casa@casawilco.org,
www.capitolschool.com,74-2576769,https://www.facebook.com/capitolschoolofaustin,Capitol School of Austin,"2011 W KOENIG LN,Austin, Texas 78756-1131",,512-467-7006,robh@capitolschool.com,
www.capitalcityvillage.org,27-0539952,https://www.facebook.com/Capital.City.Village,Capital City Village,"8403 Shoal Creek Blvd,Austin, Texas 78757",https://twitter.com/CapCityVillage,512-524-2709,tferguson@capitalcityvillage.org,
www.capitalareadentalfoundation.org/,26-0776533,https://www.facebook.com/CADFTX,Capital Area Dental Foundation,"401 W. 15th St., Ste 695,Austin, Texas 78701",https://www.twitter.com/TXCADF,512-992-1217,aspiro40@gmail.com,
www.bluebonnetequine.org,84-1673775,https://www.facebook.com/BluebonnetEquineHumaneSociety,Bluebonnet Equine Humane Society,"PO Box 632,College Station,  76655",https://twitter.com/bluebonnetehs,888-542-5163,jenn@bluebonnetequine.org,
blantonmuseum.org/,74-1587488,https://www.facebook.com/blantonmuseumofart,Blanton Museum of Art,"200 E. Martin Luther King Jr. Blvd.,Austin, Texas 78712",https://twitter.com/blantonmuseum,512-232-4270,sophia.sherman@blantonmuseum.org,https://www.instagram.com/blantonmuseum
www.bikeaustin.org,74-2225661,https://www.facebook.com/bikeaustin,Bike Austin Education Fund,"1000 Brazos Street,Austin,  78701",https://twitter.com/bikeaustin,512-587-8136,mercedes@bikeaustin.org,
www.bluedogrescue.com,74-2988860,https://www.facebook.com/bluedogrescue/,Blue Dog Rescue,"2541 S. IH 35 #200-328,Round Rock,  78664",https://twitter.com/BlueDogRescue,512-917-9080,karyn@bluedogrescue.com,https://www.instagram.com/bluedogrescue/
www.boneshaker.org,45-2961276,https://www.facebook.com/BoneshakerProject,Boneshaker Project,"301 Congress Ave., Suite 1250,Austin, Texas 78701",https://twitter.com/Boneshaker_proj,512-981-8447,info@boneshaker.org,https://www.instagram.com/boneshaker_project/
beyondthegrade.org,47-2438924,https://www.facebook.com/beyondthegrade,Beyond the Grade,"4607 Raintree Blvd,Austin,  78745",https://twitter.com/BeyondGrade,512-484-0829,info@beyondthegrade.org,https://www.instagram.com/beyondthegrade/
bigmedium.org,26-1347501,https://www.facebook.com/bigmedium,Big Medium,"916 Springdale Rd, Bldg 2, #101,Austin, Texas 78702",https://twitter.com/bigmedium,512-939-6665,gentry@bigmedium.org,
biglovecancercare.org,20-8516221,https://www.facebook.com/BigLoveCancerCare,BIG Love Cancer Care,"PO Box 90818,Austin,  78709",https://twitter.com/BigLoveCancer,830-377-5850,jessica@biglovecancercare.org,
www.bestowbalance.org,46-4540534,https://www.facebook.com/bestowbalance/,Bestow Balance,",  ",https://twitter.com/bestowbalance,512-215-8727,kathy.dupuy@balancedancestudios.com,
www.bigmentoring.org,74-1678586,https://www.facebook.com/bigmentoring,Big Brothers Big Sisters of Central Texas,"PO BOX 4555,Austin,  78765-4555",https://twitter.com/bigmentoring,512-807-3609,lportley@bigmentoring.org,
batcon.org,74-2553144,https://www.facebook.com/BatCon/?fref=ts,Bat Conservation International,"500 N Capital of Texas Hwy,Austin, Texas 78746",https://twitter.com/BatConIntl?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,512-327-9721,jgiacona@batcon.org,
www.bcltrt.org,454463754,https://www.facebook.com/bcltrt/?fref=ts,Bastrop County Long Term Recovery Team,"P.O. Box 1975,Bastrop,  78602",https://twitter.com/BCLTRT,512-521-3001,info@bcltrt.org,
www.austinsymphony.org,74-6000068,https://www.facebook.com/austinsymphonyorchestra,"Austin Symphony Orchestra Society, Inc.","1101 Red River St.,Austin,  78701",https://twitter.com/AustinSymphony,512-476-6064,twaldman@austinsymphony.org,
www.ashvolunteers.org,74-1601222,https://www.facebook.com/Volunteer-Services-Council-124539377594429/?ref=hl,Austin State Hospital Volunteer Services Council,"4110 Guadalupe Street, Building 631,Austin, Texas 78751",,512-419-2333,cindy.reed@dshs.state.tx.us,
www.beyondbatten.org,26-3223661,https://www.facebook.com/BeyondBatten,Beyond Batten Disease Foundation,"P.O. Box 50221,Austin,  78763",https://www.twitter.com/BeyondBatten,512-275-2600,info@beyondbatten.org,https://www.instagram.com/beyondbatten/
www.austinspeechlabs.org,26-2137242,https://www.facebook.com/austinspeechlabs/,Austin Speech Labs,"7800 Shoal Creek Blvd.,Austin,  78757",https://twitter.com/austinspeechlab,512-992-0575,staff@austinspeechlabs.org,https://www.instagram.com/austinspeechlabs/
www.austinsymphonicband.org,74-2319685,https://www.facebook.com/atxsymphonicband,Austin Symphonic Band,"PO Box 6472,Austin,  78762",https://www.twitter.com/AustinSymphBand,512-956-7420,busmgr@austinsymphonicband.org,https://www.instagram.com/atxsymphonicband
"www.sister-cities.org/interactive-map/austin,%20texas",74-2965068,https://www.facebook.com/Austin-Sister-Cities-International-1449295485380849/,Austin Sister Cities International,",  ",https:// twitter.com/sistercitiesatx,512-673-6887,bclabby@stedwards.edu,https://www.instagram.com/sistercitiesatx/?hl=en
www.bwsfund.org,74-1934031,https://www.facebook.com/Bess-Whitehead-Scott-429441070467855/,Bess Whitehead Scott Scholarship Fund,"4315 Guadalupe St. #300,Austin, Texas 78751",,512-476-1616,BWSfund@gmail.com,
www.austinsiameserescue.org,26-0895479,https://www.facebook.com/AustinSiameseRescue,Austin Siamese Rescue,"P. O. Box 13474,Austin,  78711-3474",https://twitter.com/adoptasiamese,512-354-7875,loveasiamese@yahoo.com,
www.austinsteamtrain.org,74-2553832,https://www.facebook.com/austinsteamtrain,Austin Steam Train Association,"401 East Whitestone Blvd,Cedar Park, Texas 78613",https://twitter.com/austinsteam,512-477-8468,director@austinsteamtrain.org,
www.austinsmiles.org,74-2479196,https://www.facebook.com/pages/Austin-Smiles-The-Austin-Plastic-Surgery-Foundation/99292149247?ref=hl,Austin Smiles,"9415 Burnet Rd. ,Austin,  78758",https://twitter.com/AustinSmilesTX,512-451-9300,natalie@austinsmiles.org,
austinrecers.org,74-2536799,,Austin River City Rec'ers,"7301 Sir Gawain ,Austin, Texas 78745",,512-659-4337,fesman00@gmail.com,
www.austinshakespeare.org,74-2420367,https://www.facebook.com/austinshakespeare,Austin Shakespeare,"P.O. Box 4589,Austin,  78765",https://twitter.com/austinshakes,512-470-4505,alex@austinshakespeare.org,
www.jfonaustin.org,46-2866798,https://www.facebook.com/jfonaustin/,Austin Region Justice for Our Neighbors,"2105 Parker Lane,Austin,  78741",https://twitter.com/JFONAustin,512-270-9883,clinic@jfonaustin.org,https://www.instagram.com/justiceforourneighbors/
www.austinrecovery.org,74-1609108,https://www.facebook.com/austinrecovery,Austin Recovery,"4201 S. Congress Ave.,Austin, Texas 78745",https://twitter.com/atxrecovery,512-697-8500,enguyen@austinrecovery.org,
www.austinlibrary.org,74-2778426,https://www.facebook.com/pages/Austin-Public-Library-Friends-Foundation/130370280325358,Austin Public Library Friends Foundation,"PO Box 13201,Austin,  78711",https://twitter.com/APLFF,512-542-0076,info@austinlibrary.org,
www.chorusaustin.org,23-7109916,https://www.facebook.com/ChorusAustin,Chorus Austin,"PO Box 204361,Austin,  78720",https://twitter.com/ChorusAustin,512-719-3300,office@chorusaustin.org,
www.champhearts.org,74-2938750,https://www.facebook.com/ChampHearts,Championship Hearts Foundation,"P.O. Box 141292,Austin,  78714-1292",https://twitter.com/ChampHearts,512-900-3243,info@champhearts.org,
austinfilmschool.org,36-4533347,https://www.facebook.com/AustinSchoolofFilm/?fref=ts,Austin School of Film @ Motion Media Arts Center ,"2200 Tillery Street,Austin, Texas 78723",https://twitter.com/AustinSoF,512-236-8877,donate@austinfilmschool.org,
www@sanmarcoscentro.org,59-3835816,https://www.facebook.com/CCHdSM/?fref=ts,Centro Cultural Hispano de San Marcos,"P.O. Box 1553,San Marcos,  78667",,512-878-0640,centro@sanmarcoscentro.org,
austin.chicktech.org,46-3780208,https://www.facebook.com/ChickTechAustin,ChickTech (Austin Chapter),"11000 Barns Tril,Austin, Texas 78754",https://twitter.com/ChickTechATX,512-277-5061,austin@chicktech.org,https://www.instagram.com/chicktechatx
www.childrensadvocacycenter.org,74-2633011,https://www.facebook.com/CACBastropLeeFayette/,"Children's Advocacy Center serving Bastrop, Lee and Fayette counties","1002 Chestnut St.,Bastrop, Texas 78602",https://twitter.com/CACBASTROP,512-321-6161,martacacbastrop@austin.rr.com,
centraltexastableofgrace.org,46-5500774,https://www.facebook.com/centraltexastableofgrace/,Central Texas Table of Grace,"PO Box 52,Round Rock,  78680",https://twitter.com/CTXTableOfGrace,541-390-1151,info@ctxtableofgrace.org,
www.theaustinschool.org,71-0994178,https://www.facebook.com/pages/ASPVA/62948389740,Austin School for the Performing and Visual Arts,"6612 Sitio del Rio Blvd.,Austin, Texas 78730",https://twitter.com/aspva,512-522-7782,cdecardenas@theaustinschool.org,
www.childinc.org,74-1722420,https://www.facebook.com/childinctraviscounty,Child Inc,"818 East 53rd Street,Austin, Texas 78751",https://twitter.com/ChildInc_TX,512-451-7361,emgray@childinc.org,
www.centraltexasspca.org,74-2497839,https://www.Facebook.com/Centraltexasspca,Central Texas SPCA,"909 S. Bagdad Road,Leander, Texas 78641",https://twitter.com/centraltxspca,512-260-7722,donate@CentralTexasSPCA.com,
www.centraltexaspigs.org,81-3728284,https://www.facebook.com/centraltexaspigrescue/,Central Texas Pig Rescue,"PO Box 1076,Smithville,  78957",,512-629-5123,info@centraltexaspigs.org,https://www.instagram.com/centraltexaspigrescue/
www.centraltexasfoodbank.org,74-2217350,https://www.facebook.com/CentralTexasFoodBank,Central Texas Food Bank,"6500 Metropolis Drive,Austin, Texas 78744",https://www.twitter.com/CTXFoodBank,512-684-2533,fpena@centraltexasfoodbank.org,https://www.instagram.com/CTXfoodbank/
www.job-seekers-network.org,45-5045641,https://www.facebook.com/pages/Austin-Job-Seekers-Network/190689674311312?fref=ts,Austin Job Seekers Network,"13492 Research Blvd.,Austin,  78750",https://twitter.com/AustinJSN,512-914-9844,craigfoster@job-seekers-network.org,
centraltexasfelinerescue.com,26-3536327,https://www.facebook.com/centraltexasfelinerescue,Central Texas Feline Rescue,"PO Box 6313,Round Rock,  78683",https://@CTXFelineRescue,512-789-3308,ebrumbaugh@outlook.com,https://air.g0.brumnau
www.ctdr.org,04-3733491,https://www.facebook.com/centraltexasdachshundrescue,Central Texas Dachshund Rescue,"7544 FM 1960 Road East #71,Humble,  77346",https://Twitter.com/@ctdr,832-233-2670,donations@ctdr.org,
www.austinjewishacademy.org,74-2572246,https://www.facebook.com/AustinJewishAcademy?fref=ts,Austin Jewish Academy,"7300 Hart Lane,Austin, Texas 78731",https://twitter.com/search?q=austin%20jewish%20academy&src=typd,512-735-8350,robin.littrell@austinjewishacademy.org,https://www.instagram.com/austinjewishacademy/?hl=en
www.austininternationalschool.org,74-2871730,https://www.facebook.com/AustinInternationalSchool,Austin International School,"4001 Adelphi Lane,Austin , Texas 78727",https://twitter.com/AustinExplorers,512-331-7806,april.oquinn@austininternationalschool.org,
www.cstnet.org,75-2872010,https://www.facebook.com/CSTNETorg,Center for Survivors of Torture,"9415 Burnet Road ,Austin, Texas 78758",https://twitter.com/CSTNETorg,512-358-4612,director@cstnet.org,
