Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.austinboxerrescue.com,42-1688441,https://www.facebook.com/austinboxerrescue,Austin Boxer Rescue,"PO Box 14421,Austin,  78761",https://twitter.com/atxboxer/,512-632-3652,info@austinboxerrescue.com,https://www.instagram.com/austinboxerrescue/
www.austinpride.org,27-1779701,https://www.facebook.com/austinpride,Austin Gay and Lesbian Pride Foundation (AGLPF),"P.O. Box 162924,Austin,  78746",https://www.twitter.com/austinpride,512-468-8113,president@austinpride.org,https://www.instagram.com/austinpride/
www.austinfcc.org,27-0662383,https://www.facebook.com/austinfcc,Austin FertilityCare Center,"2026 Guadalupe Street,Austin, Texas 78705",,512-474-2757,info@austinfcc.org,
www.austinfamilyinstitute.org,20-4999061,https://www.facebook.com/AustinFamilyInstitute/,Austin Family Institute,"4407 Bee Cave Rd,Austin, Texas 78746",https://twitter.com/afitherapy,512-329-6611,info@austinfamilyinstitute.org,
www.austinedfund.org,74-2654168,https://www.facebook.com/austinedfund,Austin Ed Fund,"1111 W 6th Street, Suite D-300,Austin, Texas 78703",https://www.twitter.com/austinedfund,512-414-0108,caroline.newman@austinisd.org,
www.austindiscoveryschool.org,75-3099783,https://www.facebook.com/austindiscoveryschool?ref=hl,Austin Discovery School,"9303 FM 969,Austin, Texas 78724",,512-674-0700,lmoss@austindiscoveryschool.org,https://austin_discovery_school
www.austinemptybowl.org,27-4566800,https://www.facebook.com/pages/Austin-Empty-Bowl-Project/80741149547?bookmark_t=page,Austin Empty Bowl Project,"1112 Travis Heights Blvd.,Austin, Texas 78704",https://twitter.com/AEBP,512-633-3309,austinemptybowl@gmail.com,
austindog.org/,61-1535055,https://www.facebook.com/austin.dog.rescue,Austin Dog Rescue,"402 Turley Drive,Manchaca,  78652",https://twitter.com/AustinDogRescue,512-595-1744,amplify@austindog.org,https://www.instagram.com/austindogrescue
www.austindiapers.org,80-0931841,https://www.facebook.com/austindiaperbank,Austin Diaper Bank,"8711 Burnet Rd,Austin,  78757",https://twitter.com/Austindiapers,512-710-7232,beverlyhamilton@austindiapers.org,
www.adrntx.org,26-4789907,https://www.facebook.com/ADRNTX,Austin Disaster Relief Network,"1122 E. 51st Street,Austin, Texas 78723",https://twitter.com/adrntx,512-428-6322,daniel@adrntx.org,
www.austindogalliance.org,20-4797768,https://www.facebook.com/ausdogalliance,Austin Dog Alliance,"1321 W. New Hope Drive,Cedar Park, Texas 78613",https://twitter.com/ausdogalliance,512-335-7100,andi@austindogalliance.org,
Website,IRS EIN,Facebook,Name,Address,Twitter,Phone Number,Email,Instagram
www.austinpetsalive.org,74-2893360,https://www.facebook.com/austinpetsalive,Austin Pets Alive!,"1156 West Cesar Chavez,Austin, Texas 78703",https://twitter.com/austinpetsalive,512-961-6519,jackie.hyten@austinpetsalive.org,https://instagram.com/austinpetsalive
www.austininconnection.org,26-1734724,https://www.facebook.com/austininconnection/,Austin IN Connection,"PO Box 10724,Austin, Texas 78766",,512-461-0239,info@austininconnection.org,
www.austinpathways.org,27-2133452,https://www.facebook.com/AustinPathways,Austin Pathways (HACA Scholarship Foundation),"1124 S. IH-35,Austin, Texas 78704",https://twitter.com/austinpathways,512-477-4488,catherinec@austinpathways.org,
www.apacademy.org,74-2858317,https://facebook.com/austinpeaceacademy,Austin Peace Academy,"5110 Manor Rd.,Austin, Texas 78723",https://twitter.com/txpeaceacademy,512-926-1737,lzohny@apacademy.org,
www.austinpartners.org,20-1024501,https://www.facebook.com/AustinPartnersInEducation,Austin Partners in Education,"P.O. Box 6118,Austin,  78762",https://twitter.com/AustinPartners,512-637-0900,development@austinpartners.org,
www.austinplayhouse.com,74-2971705,https://www.facebook.com/austinplayhouse,Austin Playhouse,"P.O. Box 50533,Austin,  78763",https://www.twitter.com/austinplayhouse,512-476-0084,development@austinplayhouse.com,
www.austinparamedicfund.org,45-1673899,https://www.facebook.com/austinparamdeicreliefandcommunityoutreach/,Austin Paramedic Relief and Community Outreach,"5817 Wilcab Road Suite #3,Austin,  78721",,512-565-1886,treasurer@austinparamedics.org,
www.austinmusicfoundation.org,81-0561953,https://www.facebook.com/austinmusicfoundation,Austin Music Foundation,"PO Box 4309,Austin,  78765",https://twitter.com/austinmusic,512-542-0077,info@austinmusicfoundation.org,https://www.instagram.com/austinmusicfoundation/
austinparks.org,74-2648803,https://www.facebook.com/austinparksfoundation,Austin Parks Foundation,"507 Calles Street Suite 116,Austin, Texas 78702",https://twitter.com/austinparksfdn,512-477-1566,apf@austinparks.org,https://www.instagram.com/austinparksfdn/?hl=en
www.austinopera.org,74-2390496,https://www.facebook.com/AustinOpera,Austin Opera,"3009 Industrial Terrace,Austin, Texas 78758",https://twitter.com/AustinOpera,512-610-7672,amarshall@austinopera.org,
c3austin.org/,27-4445618,https://www.facebook.com/christiancompassioncenter,"Christian Compassion Center, Inc.","1415 RR 620 South,Austin, Texas 78734",https://twitter.com/C3AustinOrg,512-492-2195,mark@c3austin.org,
www.austinjuniorforum.org/?nd=about_the_bears,23-7352288,https://www.facebook.com/TeddyBearProgram,Austin Junior Forum's Teddy Bear Program,"1404 West Avenue,Austin, Texas 78701",https://twitter.com/AustinJrForum,914-523-4624,ajfteddybears@gmail.com,
www.bookspring.org,74-2542664,https://www.facebook.com/pages/BookSpring/256914906383,BookSpring,"2006 Greenbrook Parkway,Austin, Texas 78723",https://twitter.com/BookSpring_TX,512-472-1791,give@bookspring.org,
www.uumc.org/open-door-ministry/,74-1143061,,Austin Open Door Outreach,"2409 Guadalupe,Austin, Texas 78705",,512-583-5909,gkay@fkhpartners.com,
www.camp-fire.org,74-1552713,https://www.facebook.com/CampFireCentralTexas,Camp Fire,"PO Box 303040,Austin,  78703",https://twitter.com/Camp_Fire_Kids,512-349-2111,gsewing@camp-fire.org,https://www.instagram.com/campfirecentraltx/
https://texastortoiserescue.com/,47-3601518,https://www.facebook.com/tortoiserescue/,Central Texas Tortoise Rescue,"P.O. Box 1433,Wimberley,  78676",,512-757-7676,krista@texastortoiserescue.com,https://www.instagram.com/central_texas_tortoise_rescue/
www.cppp.org,74-2898197,https://www.facebook.com/BetterTexas,Center for Public Policy Priorities,"7020 Easy Wind Drive,Austin, Texas 78752",https://twitter.com/CPPP_TX,512-823-2865,canedo@cppp.org,
www.bastropfoodpantry.org,74-2485884,,"Bastrop County Emergency Food Pantry & Support Center, Inc.","PO Box 953 ,Bastrop ,  78602",,512-303-0033,director@bastropfoodpantry.org,
www.bastropanimalrescue.org,45-5623789,https://www.facebook.com/bastroprescue,Bastrop Animal Rescue,"P.O. Box 137,Bastrop,  78602",https://www.twitter.com/bastroprescue,512-772-1080,info@bastropanimalrescue.org,https://www.instagram.com/bastropanimalrescue
www.bastropcats.org  www.bastropcats.petfinder.com,47-1461221,https://www.facebook.com/bastropcats/,Bastrop Cats Anonymous TNR Society-Bastrop C.A.T.S. Inc.,"P.O. Box 561,Cedar Creek,  78612",https://www.twitter.com/BastropCatsTNR,512-629-5739,bastropcats@gmail.com,
www.austin.backonmyfeet.org,26-2109809,https://www.facebook.com/BackonMyFeetAustin,Back on My Feet,"PO Box 42439,Austin,  78704",https://twitter.com/BoMFAustin,512-731-4348,lindsey.rose@backonmyfeet.org,https://www.instagram.com/bomfaustin/
www.balletaustin.org,74-6060386,https://www.facebook.com/balletaustin/?fref=ts,Ballet Austin,"501 W. 3rd St.,Austin, Texas 78701",,512-476-9151,brooke.holmes@balletaustin.org,
www.btruarts.org/,46-2850905,https://www.facebook.com/BTRUARTS/,B*Tru Arts,"PO Box 49915,Austin, Texas 78765",https://twitter.com/B_TRU_ARTS,512-553-1878,aisha@btruarts.org,
www.ayla.org,74-2583979,https://www.facebook.com/austin.young.lawyers,AYLA Foundation,"816 Congress Ave. Ste. 700,Austin,  78701",https://twitter.com/AustinYLA,512-472-0279,debbie@austinbar.org,
www.capitalidea.org,74-2893041,https://www.facebook.com/capitalidea.austin,Capital IDEA,"835 N. Pleasant Valley Rd, Third Floor,Austin, Texas 78702",https://twitter.com/Capital_IDEA,512-485-9335,donations@capitalidea.org,
austin.avance.org/,74-1769114,https://www.facebook.com/AvanceAustin,AVANCE-Austin,"4900 Gonzales St,Austin, Texas 78702",https://www.twitter.com/avanceaustin,512-414-6126,avance-austin@avance.org,
www.bartonspringsconservancy.org,74-2648803,https://www.facebook.com/Barton-Springs-Conservancy-1564046110493066/,Barton Springs Conservancy,"2100 Stamford Lane,Austin,  78703",https://twitter.com/bartonsprngs,281-782-0282,emma@bartonspringsconservancy.org,https://www.instagram.com/bartonspringsconservancy/
www.bocalantexas.org,46-5143257,https://www.facebook.com/bocalantexas/,Autism Service Dogs of Texas,"1102 Winkler Ave,Killeen,  76542",,409-939-4595,tammyrenaud@sbcglobal.net,
www.sunshinecamps.org,74-6023176,https://www.facebook.com/pages/Austin-Sunshine-Camps/82718858657?ref=hl,Austin YMBL Sunshine Camps,"P.O. Box 161270,Austin,  78716",,512-472-8107,jenny@sunshinecamps.org,
austinyc.org,47-1731020,https://www.facebook.com/austinyoungchamber/,Austin Young Chamber of Commerce Foundation,"3300 N. I-35,Austin,  78705",https://twitter.com/austinyc,281-687-2441,Matt@AustinYoungChamber.org,
www.capcitykids.org,20-5188778,https://www.facebook.com/capcitykids,CapCityKids,"PO Box 6158,Austin,  78762",https://www.twitter.com/cckaustin,512-348-7275,info@capcitykids.org,https://www.instagram.com/cckaustin
www.austinzoo.org,74-2927016,https://www.facebook.com/austinzooandanimalsanctuary,Austin Zoo & Animal Sanctuary,"10808 Rawhide Trail,Austin, Texas 78736",https://twitter.com/TheAustinZoo,512-288-1490,info@austinzoo.org,
www.candlelightranch.org,74-2939045,https://www.Facebook.com/candlelightranch,Candlelight Ranch Foundation,"P.O. Box 26367,Austin,  78755",https://twitter.com/CndlelightRanch,512-323-5300,info@candlelightranch.org,
www.austincrimestoppers.org,74-2140353,,Capital Area Crime Stoppers,"P.O. Box 5841,Austin,  78763",,512-461-8477,diana@austincrimestoppers.org,
campkesem.org/utaustin,51-0454157,https://www.facebook.com/CampKesemUTAustin,Camp Kesem,"PO Box 8538,Austin, Texas 78713",https://twitter.com/ckutaustin,832-525-6552,atx.development@campkesem.org,https://www.instagram.com/campkesemUTaustin/
www.atcf.org/,27-2849415,https://www.facebook.com/austintancerca/,Austin Tan Cerca de la Frontera ,"3707 East MLK Jr. Blvd,Austin, Texas 512-474-2399",,512-474-2399,priscilla@atcf.org,https://www.instagram.com/austintancerca/
www.austinvoices.org,74-3017284,https://www.facebook.com/pages/Austin-Voices-for-Education-and-Youth/351886443974,Austin Voices for Education and Youth,"6633 Highway 290 East Suite 307,Austin,  78723",,512-450-1880,jbanks@austinvoices.org,
cactuscafe.org,74-6000203,https://www.facebook.com/cactuscafeaustin,Cactus Cafe,"2247 Guadalupe Street,Austin, Texas 78712",https://twitter.com/cactuscafeatx,512-475-6515,cactuscafe@kut.org,https://www.instagram.com/cactuscafeatx
www.c5texas.org,26-2495318,https://www.facebook.com/C5Texas,C5 Texas,"3012 Industrial Terrace,Austin,  78758",https://twitter.com/C5Texas,817-919-3258,rachelj@c5yf.org,https://www.instagram.com/c5texas/
brookwoodingeorgetown.org,47-2152393,https://www.facebook.com/pages/Brookwood-In-Georgetown-BIG/146955428732478,Brookwood in Georgetown,"905 N Church Street,Georgetown,  78626",,512-818-4147,anne@bigtx.org,
www.brainpower5k.com/,45-2774942,https://www.facebook.com/BrainPower5K,Brain Power 5K,"Brain Power 5K, Attn. Mercedes Orten,Austin,  78741",https://twitter.com/BrainPower5K,512-540-5433,mercedes@drmarnierose.org,https://instagram.com/brainpower5k
www.c2change.org,27-3823426,https://www.facebook.com/C2Change,C2 Change,"1000 Westbank Dr. ,Austin, Texas 78746",https://twitter.com/C2Change,512-981-8787,info@c2change.org,
www.bgcaustin.org,74-6087356,https://www.facebook.com/bgcaustin,Boys & Girls Clubs of the Austin Area,"5407 N. IH 35, Suite 400,Austin, Texas 78723",https://www.twitter.com/bgcaustin,512-444-7199,paige.kriegel@bgcaustin.org,https://www.instagram.com/bgcaustin/
www.breathoflifesite.org,74-2956772,https://www.facebook.com/Breath-of-Life-Maternity-Ministries-10202879947/,Breath of Life Maternity Ministries,"P.O. Box 202995,Austin,  78720",https://twitter.com/BreathOfLifeATX,512-219-8322,DirectorOfBOL@yahoo.com,https://www.instagram.com/breathoflifematernitymin/
www.ccctx.org,74-2928450,https://www.facebook.com/ccctx,Catholic Charities of Central Texas,"1625 Rutherford Lane,Austin, Texas 78754",https://twitter.com/CCcentraltexas,512-651-6100,info@ccctx.org,
www.bcrc.org,74-2743333,https://www.facebook.com/BCRCofTexas,Breast Cancer Resource Center,"PO Box 300040,Austin,  78703",https://twitter.com/BCRCofTexas,512-524-2470,rleonard@bcrc.org,
www.breakthroughaustin.org,74-2991346,https://www.facebook.com/breakthrough.austin,Breakthrough Austin,"1050 East 11th Street,Austin, Texas 78702",https://twitter.com/BreakthroughATX,512-692-9444,info@breakthroughaustin.org,
www.casatravis.org,74-2369123,https://www.facebook.com/casatravis,CASA of Travis County,"7701 N Lamar Blvd,Austin, Texas 78752",https://twitter.com/CASATravis,512-539-2644,callie.langford@casatravis.org,
www.casacentex.org,74-2403373,https://www.facebook.com/CASAofCentralTexas,CASA of Central Texas,"111 E. San Antonio,San Marcos, Texas 78666",https://www.twitter.com/CASACentex,830-626-2272,jswierc@casacentex.org,
